alert_id,created_at,equipment_id,equipment_name,equipment_type,place,severity,title,message,is_active
53,2026-03-29T09:25:14.621399+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,"Server anomaly: temperature=34.17C, voltage=192.86V",False
54,2026-03-29T09:25:29.799098+00:00,1,Battery Bank A,battery,Main Data Hall,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: temperature=10.12C,False
55,2026-03-29T09:25:39.922254+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,Server anomaly: voltage=191.73V,False
56,2026-03-29T09:25:39.912107+00:00,1,Battery Bank A,battery,Main Data Hall,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: voltage=15.05V,False
57,2026-03-29T09:26:40.767684+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,Server anomaly: pressure=3.63,False
58,2026-03-29T09:26:05.344509+00:00,1,Battery Bank A,battery,Main Data Hall,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: temperature=14.84C,False
59,2026-03-29T09:26:15.512194+00:00,1,Battery Bank A,battery,Main Data Hall,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: voltage=10.28V,False
60,2026-03-29T09:26:25.588614+00:00,1,Battery Bank A,battery,Main Data Hall,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: temperature=9.60C,False
61,2026-03-29T09:26:35.708153+00:00,1,Battery Bank A,battery,Main Data Hall,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: temperature=12.69C,False
62,2026-03-29T09:27:00.947312+00:00,1,Battery Bank A,battery,Main Data Hall,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: temperature=9.78C,False
63,2026-03-29T09:26:50.910532+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,Server anomaly: temperature=12.59C,False
64,2026-03-29T09:27:16.176018+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,Server anomaly: pressure=3.07,False
65,2026-03-29T09:29:15.765506+00:00,1,Battery Bank A,battery,Main Data Hall,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: voltage=15.70V,False
66,2026-03-29T09:29:15.776290+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,Server anomaly: voltage=195.96V,False
67,2026-03-29T09:29:56.116080+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,Server anomaly: pressure=-0.14,False
68,2026-03-29T09:29:51.039035+00:00,1,Battery Bank A,battery,Main Data Hall,critical,Telemetry anomaly on Battery Bank A,"Battery anomaly: voltage=15.49V, temperature=42.03C",False
69,2026-03-29T09:30:06.174877+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,Server anomaly: frequency=45.77Hz,False
70,2026-03-29T09:30:11.181624+00:00,1,Battery Bank A,battery,Main Data Hall,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: temperature=14.18C,False
71,2026-03-29T09:30:16.245582+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,Server anomaly: frequency=53.79Hz,False
72,2026-03-29T09:31:06.648628+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,Server anomaly: temperature=8.18C,False
73,2026-03-29T09:31:21.751346+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,"Server anomaly: voltage=266.08V, frequency=47.39Hz",False
74,2026-03-29T09:31:41.899875+00:00,1,Battery Bank A,battery,Main Data Hall,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: temperature=43.69C,False
75,2026-03-29T09:31:36.891480+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,Server anomaly: temperature=10.82C,False
76,2026-03-29T09:31:52.005083+00:00,1,Battery Bank A,battery,Main Data Hall,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: voltage=11.20V,False
77,2026-03-29T09:32:22.261345+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,Server anomaly: frequency=46.37Hz,False
78,2026-03-29T09:32:32.316851+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,"Server anomaly: frequency=47.32Hz, pressure=-0.36",False
79,2026-03-29T09:32:47.450847+00:00,1,Battery Bank A,battery,Main Data Hall,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: voltage=10.50V,False
80,2026-03-29T09:33:02.609048+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,Server anomaly: voltage=203.26V,False
81,2026-03-29T09:33:02.600042+00:00,1,Battery Bank A,battery,Main Data Hall,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: temperature=9.18C,False
82,2026-03-29T09:33:12.628623+00:00,1,Battery Bank A,battery,Main Data Hall,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: temperature=9.43C,False
83,2026-03-29T09:33:27.722665+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,Server anomaly: pressure=-0.92,False
84,2026-03-29T09:33:37.772739+00:00,1,Battery Bank A,battery,Main Data Hall,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: voltage=14.91V,False
85,2026-03-29T09:33:37.780256+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,Server anomaly: temperature=37.84C,False
86,2026-03-29T09:33:47.879822+00:00,1,Battery Bank A,battery,Main Data Hall,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: temperature=47.94C,False
87,2026-03-29T09:33:47.887557+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,Server anomaly: pressure=3.48,False
88,2026-03-29T09:33:57.973177+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,Server anomaly: pressure=3.00,False
89,2026-03-29T09:34:13.055398+00:00,1,Battery Bank A,battery,Main Data Hall,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: voltage=9.81V,False
90,2026-03-29T09:34:18.112704+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,Server anomaly: pressure=-0.17,False
91,2026-03-29T09:34:28.174053+00:00,1,Battery Bank A,battery,Main Data Hall,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: temperature=10.47C,False
92,2026-03-29T09:34:28.178242+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,Server anomaly: frequency=53.77Hz,False
93,2026-03-29T09:34:43.221001+00:00,1,Battery Bank A,battery,Main Data Hall,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: voltage=15.35V,False
94,2026-03-29T09:34:38.201791+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,Server anomaly: temperature=39.06C,False
95,2026-03-29T09:35:03.375693+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,"Server anomaly: temperature=12.92C, pressure=-0.89",False
96,2026-03-29T09:35:13.438334+00:00,1,Battery Bank A,battery,Main Data Hall,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: voltage=10.04V,False
97,2026-03-29T09:35:18.529205+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,Server anomaly: pressure=3.93,False
98,2026-03-29T09:35:43.560409+00:00,1,Battery Bank A,battery,Main Data Hall,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: temperature=47.79C,False
99,2026-03-29T09:35:43.573936+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,Server anomaly: voltage=269.89V,False
100,2026-03-29T09:35:53.530485+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,"Server anomaly: voltage=260.71V, pressure=-0.26",False
101,2026-03-29T09:36:08.612232+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,Server anomaly: frequency=47.97Hz,False
102,2026-03-29T09:36:23.692203+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,Server anomaly: temperature=39.17C,False
103,2026-03-29T09:36:33.724640+00:00,1,Battery Bank A,battery,Main Data Hall,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: voltage=11.12V,False
104,2026-03-29T09:36:33.731735+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,Server anomaly: frequency=47.37Hz,False
105,2026-03-29T09:36:48.836183+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,Server anomaly: temperature=39.83C,False
106,2026-03-29T09:36:58.910240+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,"Server anomaly: temperature=37.05C, frequency=52.96Hz",False
107,2026-03-29T09:37:14.055224+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,Server anomaly: frequency=53.22Hz,False
108,2026-03-29T09:37:29.133974+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,Server anomaly: voltage=203.53V,False
109,2026-03-29T09:37:44.246914+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,"Server anomaly: voltage=266.08V, frequency=47.54Hz",False
110,2026-03-29T09:37:44.233174+00:00,1,Battery Bank A,battery,Main Data Hall,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: temperature=15.31C,False
111,2026-03-29T09:38:04.497194+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,Server anomaly: pressure=3.78,False
112,2026-03-29T09:38:24.647201+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,Server anomaly: frequency=46.83Hz,False
113,2026-03-29T09:38:34.695515+00:00,1,Battery Bank A,battery,Main Data Hall,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: temperature=8.42C,False
114,2026-03-29T09:38:54.748813+00:00,1,Battery Bank A,battery,Main Data Hall,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: temperature=8.93C,False
115,2026-03-29T09:39:09.888099+00:00,1,Battery Bank A,battery,Main Data Hall,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: voltage=10.95V,False
116,2026-03-29T09:39:09.896192+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,Server anomaly: pressure=-0.06,False
117,2026-03-29T09:39:19.926751+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,Server anomaly: pressure=-0.40,False
118,2026-03-29T09:39:24.974742+00:00,1,Battery Bank A,battery,Main Data Hall,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: temperature=47.87C,False
119,2026-03-29T09:39:30.027568+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,"Server anomaly: temperature=11.86C, voltage=269.86V",False
120,2026-03-29T09:39:40.126256+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,Server anomaly: frequency=46.81Hz,False
121,2026-03-29T09:39:50.212896+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,Server anomaly: pressure=-0.59,False
122,2026-03-29T09:40:10.313226+00:00,1,Battery Bank A,battery,Main Data Hall,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: voltage=11.20V,False
123,2026-03-29T09:40:20.414199+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,Server anomaly: pressure=3.08,False
124,2026-03-29T09:40:25.441342+00:00,1,Battery Bank A,battery,Main Data Hall,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: temperature=8.85C,False
125,2026-03-29T09:40:35.534518+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,Server anomaly: temperature=12.58C,False
126,2026-03-29T09:40:45.555711+00:00,1,Battery Bank A,battery,Main Data Hall,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: temperature=10.22C,False
127,2026-03-29T09:40:45.562980+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,Server anomaly: pressure=3.90,False
128,2026-03-29T09:40:55.615395+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,"Server anomaly: temperature=11.94C, frequency=52.03Hz",False
129,2026-03-29T09:41:15.750689+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,Server anomaly: pressure=-0.78,False
130,2026-03-29T09:41:35.925872+00:00,3,server rack b,server,data hall A,critical,Telemetry anomaly on server rack b,"Server anomaly: voltage=258.72V, frequency=52.11Hz",False
131,2026-03-29T09:41:46.002103+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,Server anomaly: frequency=46.71Hz,False
132,2026-03-29T09:41:51.031553+00:00,1,Battery Bank A,battery,Main Data Hall,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: voltage=15.42V,False
133,2026-03-29T09:41:51.041945+00:00,3,server rack b,server,data hall A,critical,Telemetry anomaly on server rack b,Server anomaly: frequency=47.48Hz,False
134,2026-03-29T09:42:11.172460+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,Server anomaly: frequency=53.74Hz,False
135,2026-03-29T09:42:16.222005+00:00,3,server rack b,server,data hall A,critical,Telemetry anomaly on server rack b,"Server anomaly: temperature=8.12C, frequency=45.92Hz",False
136,2026-03-29T09:42:21.299535+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,Server anomaly: voltage=267.47V,False
137,2026-03-29T09:42:26.365273+00:00,3,server rack b,server,data hall A,critical,Telemetry anomaly on server rack b,Server anomaly: pressure=3.51,False
138,2026-03-29T09:42:36.396156+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,Server anomaly: voltage=194.79V,False
139,2026-03-29T09:42:36.376577+00:00,1,Battery Bank A,battery,Main Data Hall,critical,Telemetry anomaly on Battery Bank A,"Battery anomaly: voltage=9.98V, temperature=8.36C",False
140,2026-03-29T09:42:51.592108+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,Server anomaly: temperature=13.38C,False
141,2026-03-29T09:43:16.795248+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,Server anomaly: frequency=47.10Hz,False
142,2026-03-29T09:43:06.732526+00:00,1,Battery Bank A,battery,Main Data Hall,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: temperature=43.61C,False
143,2026-03-29T09:43:11.771211+00:00,3,server rack b,server,data hall A,critical,Telemetry anomaly on server rack b,"Server anomaly: voltage=257.69V, frequency=52.08Hz",False
144,2026-03-29T09:43:16.786498+00:00,1,Battery Bank A,battery,Main Data Hall,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: temperature=43.44C,False
145,2026-03-29T09:43:32.166542+00:00,1,Battery Bank A,battery,Main Data Hall,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: voltage=14.95V,False
146,2026-03-29T09:43:37.276072+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,"Server anomaly: voltage=197.99V, pressure=-0.06",False
147,2026-03-29T09:43:52.422123+00:00,3,server rack b,server,data hall A,critical,Telemetry anomaly on server rack b,Server anomaly: pressure=3.97,False
148,2026-03-29T09:43:42.268926+00:00,1,Battery Bank A,battery,Main Data Hall,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: voltage=10.66V,False
149,2026-03-29T09:43:52.410221+00:00,1,Battery Bank A,battery,Main Data Hall,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: temperature=13.59C,False
150,2026-03-29T09:44:07.760241+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,Server anomaly: temperature=10.10C,False
151,2026-03-29T09:44:12.889685+00:00,1,Battery Bank A,battery,Main Data Hall,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: voltage=14.85V,False
152,2026-03-29T09:44:17.890487+00:00,3,server rack b,server,data hall A,critical,Telemetry anomaly on server rack b,Server anomaly: frequency=52.10Hz,False
153,2026-03-29T09:44:22.908086+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,Server anomaly: frequency=47.87Hz,False
154,2026-03-29T09:44:38.113179+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,Server anomaly: voltage=266.89V,False
155,2026-03-29T09:44:43.131466+00:00,1,Battery Bank A,battery,Main Data Hall,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: voltage=10.12V,False
156,2026-03-29T09:44:43.146612+00:00,3,server rack b,server,data hall A,critical,Telemetry anomaly on server rack b,Server anomaly: voltage=257.60V,False
157,2026-03-29T09:45:03.334919+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,Server anomaly: temperature=36.20C,False
158,2026-03-29T09:45:08.398167+00:00,3,server rack b,server,data hall A,critical,Telemetry anomaly on server rack b,Server anomaly: frequency=47.46Hz,False
159,2026-03-29T09:45:13.400904+00:00,1,Battery Bank A,battery,Main Data Hall,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: voltage=15.25V,False
160,2026-03-29T09:45:13.409020+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,Server anomaly: temperature=9.65C,False
161,2026-03-29T09:45:23.600235+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,"Server anomaly: temperature=35.26C, pressure=3.05",False
162,2026-03-29T09:45:23.634877+00:00,3,server rack b,server,data hall A,critical,Telemetry anomaly on server rack b,Server anomaly: frequency=47.70Hz,False
163,2026-03-29T09:45:40.718777+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,Server anomaly: frequency=45.91Hz,False
164,2026-03-29T09:45:45.476486+00:00,3,server rack b,server,data hall A,critical,Telemetry anomaly on server rack b,Server anomaly: temperature=38.75C,False
165,2026-03-29T09:46:01.459303+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,Server anomaly: voltage=197.44V,False
166,2026-03-29T09:45:56.293161+00:00,3,server rack b,server,data hall A,critical,Telemetry anomaly on server rack b,Server anomaly: frequency=54.31Hz,False
167,2026-03-29T09:46:01.348687+00:00,1,Battery Bank A,battery,Main Data Hall,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: temperature=11.66C,False
168,2026-03-29T09:46:16.580280+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,Server anomaly: temperature=12.39C,False
169,2026-03-29T09:46:26.685385+00:00,3,server rack b,server,data hall A,critical,Telemetry anomaly on server rack b,Server anomaly: pressure=3.27,False
170,2026-03-29T09:46:31.864441+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,Server anomaly: pressure=3.19,False
