id,equipment_id,severity,title,message,is_active,created_at
48,1,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: voltage=10.51V,False,2026-03-29T09:23:43.855148+00:00
49,2,critical,Telemetry anomaly on Server Rack A,Server anomaly: frequency=53.82Hz,False,2026-03-29T09:24:14.099737+00:00
50,1,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: temperature=47.08C,False,2026-03-29T09:24:03.998317+00:00
51,2,critical,Telemetry anomaly on Server Rack A,Server anomaly: temperature=38.59C,False,2026-03-29T09:24:59.499411+00:00
52,1,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: voltage=10.63V,False,2026-03-29T09:24:44.340497+00:00
53,2,critical,Telemetry anomaly on Server Rack A,"Server anomaly: temperature=34.17C, voltage=192.86V",False,2026-03-29T09:25:14.621399+00:00
54,1,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: temperature=10.12C,False,2026-03-29T09:25:29.799098+00:00
55,2,critical,Telemetry anomaly on Server Rack A,Server anomaly: voltage=191.73V,False,2026-03-29T09:25:39.922254+00:00
56,1,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: voltage=15.05V,False,2026-03-29T09:25:39.912107+00:00
57,2,critical,Telemetry anomaly on Server Rack A,Server anomaly: pressure=3.63,False,2026-03-29T09:26:40.767684+00:00
58,1,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: temperature=14.84C,False,2026-03-29T09:26:05.344509+00:00
59,1,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: voltage=10.28V,False,2026-03-29T09:26:15.512194+00:00
60,1,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: temperature=9.60C,False,2026-03-29T09:26:25.588614+00:00
61,1,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: temperature=12.69C,False,2026-03-29T09:26:35.708153+00:00
62,1,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: temperature=9.78C,False,2026-03-29T09:27:00.947312+00:00
63,2,critical,Telemetry anomaly on Server Rack A,Server anomaly: temperature=12.59C,False,2026-03-29T09:26:50.910532+00:00
64,2,critical,Telemetry anomaly on Server Rack A,Server anomaly: pressure=3.07,False,2026-03-29T09:27:16.176018+00:00
65,1,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: voltage=15.70V,False,2026-03-29T09:29:15.765506+00:00
66,2,critical,Telemetry anomaly on Server Rack A,Server anomaly: voltage=195.96V,False,2026-03-29T09:29:15.776290+00:00
67,2,critical,Telemetry anomaly on Server Rack A,Server anomaly: pressure=-0.14,False,2026-03-29T09:29:56.116080+00:00
68,1,critical,Telemetry anomaly on Battery Bank A,"Battery anomaly: voltage=15.49V, temperature=42.03C",False,2026-03-29T09:29:51.039035+00:00
69,2,critical,Telemetry anomaly on Server Rack A,Server anomaly: frequency=45.77Hz,False,2026-03-29T09:30:06.174877+00:00
70,1,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: temperature=14.18C,False,2026-03-29T09:30:11.181624+00:00
71,2,critical,Telemetry anomaly on Server Rack A,Server anomaly: frequency=53.79Hz,False,2026-03-29T09:30:16.245582+00:00
72,2,critical,Telemetry anomaly on Server Rack A,Server anomaly: temperature=8.18C,False,2026-03-29T09:31:06.648628+00:00
73,2,critical,Telemetry anomaly on Server Rack A,"Server anomaly: voltage=266.08V, frequency=47.39Hz",False,2026-03-29T09:31:21.751346+00:00
74,1,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: temperature=43.69C,False,2026-03-29T09:31:41.899875+00:00
75,2,critical,Telemetry anomaly on Server Rack A,Server anomaly: temperature=10.82C,False,2026-03-29T09:31:36.891480+00:00
76,1,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: voltage=11.20V,False,2026-03-29T09:31:52.005083+00:00
77,2,critical,Telemetry anomaly on Server Rack A,Server anomaly: frequency=46.37Hz,False,2026-03-29T09:32:22.261345+00:00
78,2,critical,Telemetry anomaly on Server Rack A,"Server anomaly: frequency=47.32Hz, pressure=-0.36",False,2026-03-29T09:32:32.316851+00:00
79,1,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: voltage=10.50V,False,2026-03-29T09:32:47.450847+00:00
80,2,critical,Telemetry anomaly on Server Rack A,Server anomaly: voltage=203.26V,False,2026-03-29T09:33:02.609048+00:00
81,1,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: temperature=9.18C,False,2026-03-29T09:33:02.600042+00:00
82,1,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: temperature=9.43C,False,2026-03-29T09:33:12.628623+00:00
83,2,critical,Telemetry anomaly on Server Rack A,Server anomaly: pressure=-0.92,False,2026-03-29T09:33:27.722665+00:00
84,1,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: voltage=14.91V,False,2026-03-29T09:33:37.772739+00:00
85,2,critical,Telemetry anomaly on Server Rack A,Server anomaly: temperature=37.84C,False,2026-03-29T09:33:37.780256+00:00
86,1,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: temperature=47.94C,False,2026-03-29T09:33:47.879822+00:00
87,2,critical,Telemetry anomaly on Server Rack A,Server anomaly: pressure=3.48,False,2026-03-29T09:33:47.887557+00:00
88,2,critical,Telemetry anomaly on Server Rack A,Server anomaly: pressure=3.00,False,2026-03-29T09:33:57.973177+00:00
89,1,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: voltage=9.81V,False,2026-03-29T09:34:13.055398+00:00
90,2,critical,Telemetry anomaly on Server Rack A,Server anomaly: pressure=-0.17,False,2026-03-29T09:34:18.112704+00:00
91,1,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: temperature=10.47C,False,2026-03-29T09:34:28.174053+00:00
92,2,critical,Telemetry anomaly on Server Rack A,Server anomaly: frequency=53.77Hz,False,2026-03-29T09:34:28.178242+00:00
93,1,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: voltage=15.35V,False,2026-03-29T09:34:43.221001+00:00
94,2,critical,Telemetry anomaly on Server Rack A,Server anomaly: temperature=39.06C,False,2026-03-29T09:34:38.201791+00:00
95,2,critical,Telemetry anomaly on Server Rack A,"Server anomaly: temperature=12.92C, pressure=-0.89",False,2026-03-29T09:35:03.375693+00:00
96,1,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: voltage=10.04V,False,2026-03-29T09:35:13.438334+00:00
97,2,critical,Telemetry anomaly on Server Rack A,Server anomaly: pressure=3.93,False,2026-03-29T09:35:18.529205+00:00
98,1,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: temperature=47.79C,False,2026-03-29T09:35:43.560409+00:00
99,2,critical,Telemetry anomaly on Server Rack A,Server anomaly: voltage=269.89V,False,2026-03-29T09:35:43.573936+00:00
100,2,critical,Telemetry anomaly on Server Rack A,"Server anomaly: voltage=260.71V, pressure=-0.26",False,2026-03-29T09:35:53.530485+00:00
101,2,critical,Telemetry anomaly on Server Rack A,Server anomaly: frequency=47.97Hz,False,2026-03-29T09:36:08.612232+00:00
102,2,critical,Telemetry anomaly on Server Rack A,Server anomaly: temperature=39.17C,False,2026-03-29T09:36:23.692203+00:00
103,1,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: voltage=11.12V,False,2026-03-29T09:36:33.724640+00:00
104,2,critical,Telemetry anomaly on Server Rack A,Server anomaly: frequency=47.37Hz,False,2026-03-29T09:36:33.731735+00:00
105,2,critical,Telemetry anomaly on Server Rack A,Server anomaly: temperature=39.83C,False,2026-03-29T09:36:48.836183+00:00
106,2,critical,Telemetry anomaly on Server Rack A,"Server anomaly: temperature=37.05C, frequency=52.96Hz",False,2026-03-29T09:36:58.910240+00:00
107,2,critical,Telemetry anomaly on Server Rack A,Server anomaly: frequency=53.22Hz,False,2026-03-29T09:37:14.055224+00:00
108,2,critical,Telemetry anomaly on Server Rack A,Server anomaly: voltage=203.53V,False,2026-03-29T09:37:29.133974+00:00
109,2,critical,Telemetry anomaly on Server Rack A,"Server anomaly: voltage=266.08V, frequency=47.54Hz",False,2026-03-29T09:37:44.246914+00:00
110,1,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: temperature=15.31C,False,2026-03-29T09:37:44.233174+00:00
111,2,critical,Telemetry anomaly on Server Rack A,Server anomaly: pressure=3.78,False,2026-03-29T09:38:04.497194+00:00
112,2,critical,Telemetry anomaly on Server Rack A,Server anomaly: frequency=46.83Hz,False,2026-03-29T09:38:24.647201+00:00
113,1,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: temperature=8.42C,False,2026-03-29T09:38:34.695515+00:00
114,1,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: temperature=8.93C,False,2026-03-29T09:38:54.748813+00:00
115,1,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: voltage=10.95V,False,2026-03-29T09:39:09.888099+00:00
116,2,critical,Telemetry anomaly on Server Rack A,Server anomaly: pressure=-0.06,False,2026-03-29T09:39:09.896192+00:00
117,2,critical,Telemetry anomaly on Server Rack A,Server anomaly: pressure=-0.40,False,2026-03-29T09:39:19.926751+00:00
118,1,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: temperature=47.87C,False,2026-03-29T09:39:24.974742+00:00
119,2,critical,Telemetry anomaly on Server Rack A,"Server anomaly: temperature=11.86C, voltage=269.86V",False,2026-03-29T09:39:30.027568+00:00
120,2,critical,Telemetry anomaly on Server Rack A,Server anomaly: frequency=46.81Hz,False,2026-03-29T09:39:40.126256+00:00
121,2,critical,Telemetry anomaly on Server Rack A,Server anomaly: pressure=-0.59,False,2026-03-29T09:39:50.212896+00:00
122,1,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: voltage=11.20V,False,2026-03-29T09:40:10.313226+00:00
123,2,critical,Telemetry anomaly on Server Rack A,Server anomaly: pressure=3.08,False,2026-03-29T09:40:20.414199+00:00
124,1,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: temperature=8.85C,False,2026-03-29T09:40:25.441342+00:00
125,2,critical,Telemetry anomaly on Server Rack A,Server anomaly: temperature=12.58C,False,2026-03-29T09:40:35.534518+00:00
126,1,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: temperature=10.22C,False,2026-03-29T09:40:45.555711+00:00
127,2,critical,Telemetry anomaly on Server Rack A,Server anomaly: pressure=3.90,False,2026-03-29T09:40:45.562980+00:00
128,2,critical,Telemetry anomaly on Server Rack A,"Server anomaly: temperature=11.94C, frequency=52.03Hz",False,2026-03-29T09:40:55.615395+00:00
129,2,critical,Telemetry anomaly on Server Rack A,Server anomaly: pressure=-0.78,False,2026-03-29T09:41:15.750689+00:00
130,3,critical,Telemetry anomaly on server rack b,"Server anomaly: voltage=258.72V, frequency=52.11Hz",False,2026-03-29T09:41:35.925872+00:00
131,2,critical,Telemetry anomaly on Server Rack A,Server anomaly: frequency=46.71Hz,False,2026-03-29T09:41:46.002103+00:00
132,1,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: voltage=15.42V,False,2026-03-29T09:41:51.031553+00:00
133,3,critical,Telemetry anomaly on server rack b,Server anomaly: frequency=47.48Hz,False,2026-03-29T09:41:51.041945+00:00
134,2,critical,Telemetry anomaly on Server Rack A,Server anomaly: frequency=53.74Hz,False,2026-03-29T09:42:11.172460+00:00
135,3,critical,Telemetry anomaly on server rack b,"Server anomaly: temperature=8.12C, frequency=45.92Hz",False,2026-03-29T09:42:16.222005+00:00
136,2,critical,Telemetry anomaly on Server Rack A,Server anomaly: voltage=267.47V,False,2026-03-29T09:42:21.299535+00:00
137,3,critical,Telemetry anomaly on server rack b,Server anomaly: pressure=3.51,False,2026-03-29T09:42:26.365273+00:00
138,2,critical,Telemetry anomaly on Server Rack A,Server anomaly: voltage=194.79V,False,2026-03-29T09:42:36.396156+00:00
139,1,critical,Telemetry anomaly on Battery Bank A,"Battery anomaly: voltage=9.98V, temperature=8.36C",False,2026-03-29T09:42:36.376577+00:00
140,2,critical,Telemetry anomaly on Server Rack A,Server anomaly: temperature=13.38C,False,2026-03-29T09:42:51.592108+00:00
141,2,critical,Telemetry anomaly on Server Rack A,Server anomaly: frequency=47.10Hz,False,2026-03-29T09:43:16.795248+00:00
142,1,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: temperature=43.61C,False,2026-03-29T09:43:06.732526+00:00
143,3,critical,Telemetry anomaly on server rack b,"Server anomaly: voltage=257.69V, frequency=52.08Hz",False,2026-03-29T09:43:11.771211+00:00
144,1,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: temperature=43.44C,False,2026-03-29T09:43:16.786498+00:00
145,1,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: voltage=14.95V,False,2026-03-29T09:43:32.166542+00:00
146,2,critical,Telemetry anomaly on Server Rack A,"Server anomaly: voltage=197.99V, pressure=-0.06",False,2026-03-29T09:43:37.276072+00:00
147,3,critical,Telemetry anomaly on server rack b,Server anomaly: pressure=3.97,False,2026-03-29T09:43:52.422123+00:00
148,1,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: voltage=10.66V,False,2026-03-29T09:43:42.268926+00:00
149,1,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: temperature=13.59C,False,2026-03-29T09:43:52.410221+00:00
150,2,critical,Telemetry anomaly on Server Rack A,Server anomaly: temperature=10.10C,False,2026-03-29T09:44:07.760241+00:00
151,1,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: voltage=14.85V,False,2026-03-29T09:44:12.889685+00:00
152,3,critical,Telemetry anomaly on server rack b,Server anomaly: frequency=52.10Hz,False,2026-03-29T09:44:17.890487+00:00
153,2,critical,Telemetry anomaly on Server Rack A,Server anomaly: frequency=47.87Hz,False,2026-03-29T09:44:22.908086+00:00
154,2,critical,Telemetry anomaly on Server Rack A,Server anomaly: voltage=266.89V,False,2026-03-29T09:44:38.113179+00:00
155,1,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: voltage=10.12V,False,2026-03-29T09:44:43.131466+00:00
156,3,critical,Telemetry anomaly on server rack b,Server anomaly: voltage=257.60V,False,2026-03-29T09:44:43.146612+00:00
157,2,critical,Telemetry anomaly on Server Rack A,Server anomaly: temperature=36.20C,False,2026-03-29T09:45:03.334919+00:00
158,3,critical,Telemetry anomaly on server rack b,Server anomaly: frequency=47.46Hz,False,2026-03-29T09:45:08.398167+00:00
159,1,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: voltage=15.25V,False,2026-03-29T09:45:13.400904+00:00
160,2,critical,Telemetry anomaly on Server Rack A,Server anomaly: temperature=9.65C,False,2026-03-29T09:45:13.409020+00:00
161,2,critical,Telemetry anomaly on Server Rack A,"Server anomaly: temperature=35.26C, pressure=3.05",False,2026-03-29T09:45:23.600235+00:00
162,3,critical,Telemetry anomaly on server rack b,Server anomaly: frequency=47.70Hz,False,2026-03-29T09:45:23.634877+00:00
163,2,critical,Telemetry anomaly on Server Rack A,Server anomaly: frequency=45.91Hz,False,2026-03-29T09:45:40.718777+00:00
164,3,critical,Telemetry anomaly on server rack b,Server anomaly: temperature=38.75C,False,2026-03-29T09:45:45.476486+00:00
165,2,critical,Telemetry anomaly on Server Rack A,Server anomaly: voltage=197.44V,False,2026-03-29T09:46:01.459303+00:00
166,3,critical,Telemetry anomaly on server rack b,Server anomaly: frequency=54.31Hz,False,2026-03-29T09:45:56.293161+00:00
167,1,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: temperature=11.66C,False,2026-03-29T09:46:01.348687+00:00
168,2,critical,Telemetry anomaly on Server Rack A,Server anomaly: temperature=12.39C,False,2026-03-29T09:46:16.580280+00:00
169,3,critical,Telemetry anomaly on server rack b,Server anomaly: pressure=3.27,False,2026-03-29T09:46:26.685385+00:00
170,2,critical,Telemetry anomaly on Server Rack A,Server anomaly: pressure=3.19,False,2026-03-29T09:46:31.864441+00:00
171,1,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: voltage=9.82V,False,2026-03-29T09:46:36.952254+00:00
172,2,critical,Telemetry anomaly on Server Rack A,"Server anomaly: voltage=204.97V, frequency=53.52Hz",False,2026-03-29T09:46:52.134199+00:00
173,3,critical,Telemetry anomaly on server rack b,Server anomaly: voltage=257.71V,False,2026-03-29T09:46:42.018499+00:00
174,3,critical,Telemetry anomaly on server rack b,"Server anomaly: temperature=13.29C, frequency=47.56Hz",False,2026-03-29T09:46:52.137936+00:00
175,1,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: voltage=11.18V,False,2026-03-29T09:47:07.218833+00:00
176,3,critical,Telemetry anomaly on server rack b,Server anomaly: temperature=10.60C,False,2026-03-29T09:47:07.223706+00:00
177,2,critical,Telemetry anomaly on Server Rack A,"Server anomaly: temperature=11.44C, voltage=201.51V",False,2026-03-29T09:47:42.421751+00:00
178,3,critical,Telemetry anomaly on server rack b,Server anomaly: temperature=36.68C,False,2026-03-29T09:47:17.297637+00:00
179,1,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: temperature=15.48C,False,2026-03-29T09:47:27.353273+00:00
180,3,critical,Telemetry anomaly on server rack b,"Server anomaly: temperature=8.83C, pressure=-0.44",False,2026-03-29T09:47:32.403093+00:00
181,3,critical,Telemetry anomaly on server rack b,"Server anomaly: frequency=52.30Hz, pressure=-0.83",False,2026-03-29T09:47:47.529008+00:00
182,2,critical,Telemetry anomaly on Server Rack A,Server anomaly: voltage=196.73V,False,2026-03-29T09:48:02.659062+00:00
183,3,critical,Telemetry anomaly on server rack b,Server anomaly: pressure=-0.21,False,2026-03-29T09:47:57.614086+00:00
184,1,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: temperature=8.73C,False,2026-03-29T09:48:02.645974+00:00
185,2,critical,Telemetry anomaly on Server Rack A,Server anomaly: voltage=267.04V,False,2026-03-29T09:48:12.726061+00:00
186,1,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: voltage=9.82V,False,2026-03-29T09:48:22.773030+00:00
187,3,critical,Telemetry anomaly on server rack b,Server anomaly: voltage=196.42V,False,2026-03-29T09:48:17.737467+00:00
188,2,critical,Telemetry anomaly on Server Rack A,Server anomaly: voltage=200.29V,False,2026-03-29T09:48:22.777615+00:00
189,3,critical,Telemetry anomaly on server rack b,Server anomaly: temperature=9.00C,False,2026-03-29T09:48:27.817726+00:00
190,1,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: voltage=14.82V,False,2026-03-29T09:48:32.809466+00:00
191,2,critical,Telemetry anomaly on Server Rack A,Server anomaly: voltage=203.65V,False,2026-03-29T09:48:37.827422+00:00
192,3,critical,Telemetry anomaly on server rack b,Server anomaly: frequency=45.73Hz,False,2026-03-29T09:48:37.830168+00:00
193,1,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: temperature=12.46C,False,2026-03-29T09:48:52.871434+00:00
194,2,critical,Telemetry anomaly on Server Rack A,"Server anomaly: temperature=11.45C, frequency=46.31Hz, pressure=3.49",False,2026-03-29T09:48:47.860885+00:00
195,3,critical,Telemetry anomaly on server rack b,Server anomaly: voltage=262.81V,False,2026-03-29T09:49:18.043457+00:00
196,2,critical,Telemetry anomaly on Server Rack A,Server anomaly: pressure=3.91,False,2026-03-29T09:49:02.922053+00:00
197,1,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: voltage=10.36V,False,2026-03-29T09:49:02.917171+00:00
198,1,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: temperature=45.85C,False,2026-03-29T09:49:12.978933+00:00
199,2,critical,Telemetry anomaly on Server Rack A,Server anomaly: frequency=47.57Hz,False,2026-03-29T09:49:18.040791+00:00
200,2,critical,Telemetry anomaly on Server Rack A,"Server anomaly: voltage=262.91V, pressure=3.15",False,2026-03-29T09:49:28.035580+00:00
201,3,critical,Telemetry anomaly on server rack b,"Server anomaly: frequency=46.51Hz, pressure=3.78",False,2026-03-29T09:49:28.038633+00:00
202,1,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: temperature=11.22C,False,2026-03-29T09:49:33.052917+00:00
203,1,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: temperature=44.14C,False,2026-03-29T09:49:43.069300+00:00
204,3,critical,Telemetry anomaly on server rack b,"Server anomaly: temperature=37.14C, frequency=53.34Hz",False,2026-03-29T09:49:53.145561+00:00
205,2,critical,Telemetry anomaly on Server Rack A,Server anomaly: pressure=-0.67,False,2026-03-29T09:49:53.142245+00:00
206,2,critical,Telemetry anomaly on Server Rack A,Server anomaly: pressure=-0.86,False,2026-03-29T09:50:08.184832+00:00
207,1,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: voltage=15.66V,False,2026-03-29T09:50:18.199595+00:00
208,3,critical,Telemetry anomaly on server rack b,Server anomaly: pressure=-0.95,False,2026-03-29T09:50:13.229009+00:00
209,3,critical,Telemetry anomaly on server rack b,Server anomaly: frequency=46.85Hz,False,2026-03-29T09:50:38.278711+00:00
210,2,critical,Telemetry anomaly on Server Rack A,"Server anomaly: voltage=263.24V, pressure=3.24",False,2026-03-29T09:50:48.329758+00:00
211,2,critical,Telemetry anomaly on Server Rack A,Server anomaly: temperature=39.81C,False,2026-03-29T09:50:58.369171+00:00
212,3,critical,Telemetry anomaly on server rack b,Server anomaly: frequency=53.29Hz,False,2026-03-29T09:50:58.373096+00:00
213,2,critical,Telemetry anomaly on Server Rack A,Server anomaly: voltage=192.76V,False,2026-03-29T09:51:13.412072+00:00
214,3,critical,Telemetry anomaly on server rack b,Server anomaly: temperature=38.12C,False,2026-03-29T09:51:13.414016+00:00
215,1,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: temperature=45.44C,False,2026-03-29T09:51:28.463335+00:00
216,2,critical,Telemetry anomaly on Server Rack A,Server anomaly: pressure=-0.19,False,2026-03-29T09:51:28.468491+00:00
217,3,critical,Telemetry anomaly on server rack b,"Server anomaly: temperature=11.37C, frequency=52.96Hz",False,2026-03-29T09:51:28.474457+00:00
