di_log_id,inspection_id,inspection_date,inspection_status,inspection_created_at,created_by_user_id,created_by_username,equipment_id,equipment_name,equipment_type,place,serviceability,remarks
126,6,2025-11-30,completed,2025-11-30T08:30:00,9,tableau_operator04,29,Demo Server Rack C05,server,Compute Hall C,S,Routine inspection passed
127,6,2025-11-30,completed,2025-11-30T08:30:00,9,tableau_operator04,30,Demo Server Rack C06,server,Compute Hall C,S,No actionable issues identified
128,6,2025-11-30,completed,2025-11-30T08:30:00,9,tableau_operator04,31,Demo Server Rack C07,server,Compute Hall C,S,Operating within expected limits
129,6,2025-11-30,completed,2025-11-30T08:30:00,9,tableau_operator04,32,Demo Server Rack C08,server,Compute Hall C,U,Observed variance requiring monitoring
130,6,2025-11-30,completed,2025-11-30T08:30:00,9,tableau_operator04,33,Demo Battery Bank 01,battery,UPS Room East,S,Operating within expected limits
131,6,2025-11-30,completed,2025-11-30T08:30:00,9,tableau_operator04,34,Demo Battery Bank 02,battery,UPS Room West,S,Routine inspection passed
132,6,2025-11-30,completed,2025-11-30T08:30:00,9,tableau_operator04,35,Demo Battery Bank 03,battery,UPS Room East,S,No actionable issues identified
133,6,2025-11-30,completed,2025-11-30T08:30:00,9,tableau_operator04,36,Demo Battery Bank 04,battery,UPS Room West,S,Operating within expected limits
134,6,2025-11-30,completed,2025-11-30T08:30:00,9,tableau_operator04,37,Demo Battery Bank 05,battery,UPS Room East,U,Flagged for maintenance review
135,6,2025-11-30,completed,2025-11-30T08:30:00,9,tableau_operator04,38,Demo Battery Bank 06,battery,UPS Room West,S,Routine inspection passed
136,6,2025-11-30,completed,2025-11-30T08:30:00,9,tableau_operator04,39,Demo Battery Bank 07,battery,UPS Room East,S,Operating within expected limits
137,6,2025-11-30,completed,2025-11-30T08:30:00,9,tableau_operator04,40,Demo Battery Bank 08,battery,UPS Room West,U,Flagged for maintenance review
138,6,2025-11-30,completed,2025-11-30T08:30:00,9,tableau_operator04,41,Demo UPS Panel 01,ups,UPS Room East,S,Routine inspection passed
139,6,2025-11-30,completed,2025-11-30T08:30:00,9,tableau_operator04,42,Demo UPS Panel 02,ups,UPS Room West,S,No actionable issues identified
140,6,2025-11-30,completed,2025-11-30T08:30:00,9,tableau_operator04,43,Demo UPS Panel 03,ups,UPS Room East,S,Routine inspection passed
141,6,2025-11-30,completed,2025-11-30T08:30:00,9,tableau_operator04,44,Demo UPS Panel 04,ups,UPS Room West,S,Operating within expected limits
142,6,2025-11-30,completed,2025-11-30T08:30:00,9,tableau_operator04,45,Demo UPS Panel 05,ups,UPS Room East,S,Operating within expected limits
143,6,2025-11-30,completed,2025-11-30T08:30:00,9,tableau_operator04,46,Demo UPS Panel 06,ups,UPS Room West,U,Condition outside preferred threshold
144,6,2025-11-30,completed,2025-11-30T08:30:00,9,tableau_operator04,47,Demo Cooling Unit 01,cooling,Cooling Plant 1,S,No actionable issues identified
145,6,2025-11-30,completed,2025-11-30T08:30:00,9,tableau_operator04,48,Demo Cooling Unit 02,cooling,Cooling Plant 2,S,Operating within expected limits
146,6,2025-11-30,completed,2025-11-30T08:30:00,9,tableau_operator04,49,Demo Cooling Unit 03,cooling,Cooling Plant 1,U,Condition outside preferred threshold
147,6,2025-11-30,completed,2025-11-30T08:30:00,9,tableau_operator04,50,Demo Cooling Unit 04,cooling,Cooling Plant 2,S,Routine inspection passed
148,6,2025-11-30,completed,2025-11-30T08:30:00,9,tableau_operator04,51,Demo Cooling Unit 05,cooling,Cooling Plant 1,S,Operating within expected limits
149,6,2025-11-30,completed,2025-11-30T08:30:00,9,tableau_operator04,52,Demo Cooling Unit 06,cooling,Cooling Plant 2,S,Operating within expected limits
150,6,2025-11-30,completed,2025-11-30T08:30:00,9,tableau_operator04,53,Demo Network Core 01,network,Network Core,S,Routine inspection passed
151,6,2025-11-30,completed,2025-11-30T08:30:00,9,tableau_operator04,54,Demo Network Core 02,network,Network Core,S,Routine inspection passed
152,6,2025-11-30,completed,2025-11-30T08:30:00,9,tableau_operator04,55,Demo Network Core 03,network,Network Core,S,No actionable issues identified
153,6,2025-11-30,completed,2025-11-30T08:30:00,9,tableau_operator04,56,Demo Network Core 04,network,Network Core,S,No actionable issues identified
154,7,2025-11-30,completed,2025-11-30T20:30:00,6,tableau_operator01,9,Demo Server Rack A01,server,Compute Hall A,S,Operating within expected limits
155,7,2025-11-30,completed,2025-11-30T20:30:00,6,tableau_operator01,10,Demo Server Rack A02,server,Compute Hall A,S,No actionable issues identified
156,7,2025-11-30,completed,2025-11-30T20:30:00,6,tableau_operator01,11,Demo Server Rack A03,server,Compute Hall A,S,Operating within expected limits
157,7,2025-11-30,completed,2025-11-30T20:30:00,6,tableau_operator01,12,Demo Server Rack A04,server,Compute Hall A,S,Operating within expected limits
158,7,2025-11-30,completed,2025-11-30T20:30:00,6,tableau_operator01,13,Demo Server Rack A05,server,Compute Hall A,S,No actionable issues identified
159,7,2025-11-30,completed,2025-11-30T20:30:00,6,tableau_operator01,14,Demo Server Rack A06,server,Compute Hall A,S,Routine inspection passed
160,7,2025-11-30,completed,2025-11-30T20:30:00,6,tableau_operator01,15,Demo Server Rack A07,server,Compute Hall A,S,Operating within expected limits
161,7,2025-11-30,completed,2025-11-30T20:30:00,6,tableau_operator01,16,Demo Server Rack A08,server,Compute Hall A,S,Routine inspection passed
162,7,2025-11-30,completed,2025-11-30T20:30:00,6,tableau_operator01,17,Demo Server Rack B01,server,Compute Hall B,S,No actionable issues identified
163,7,2025-11-30,completed,2025-11-30T20:30:00,6,tableau_operator01,18,Demo Server Rack B02,server,Compute Hall B,S,No actionable issues identified
164,7,2025-11-30,completed,2025-11-30T20:30:00,6,tableau_operator01,19,Demo Server Rack B03,server,Compute Hall B,S,Operating within expected limits
165,7,2025-11-30,completed,2025-11-30T20:30:00,6,tableau_operator01,20,Demo Server Rack B04,server,Compute Hall B,S,Routine inspection passed
166,7,2025-11-30,completed,2025-11-30T20:30:00,6,tableau_operator01,21,Demo Server Rack B05,server,Compute Hall B,S,Routine inspection passed
167,7,2025-11-30,completed,2025-11-30T20:30:00,6,tableau_operator01,22,Demo Server Rack B06,server,Compute Hall B,S,No actionable issues identified
168,7,2025-11-30,completed,2025-11-30T20:30:00,6,tableau_operator01,23,Demo Server Rack B07,server,Compute Hall B,S,No actionable issues identified
169,7,2025-11-30,completed,2025-11-30T20:30:00,6,tableau_operator01,24,Demo Server Rack B08,server,Compute Hall B,S,No actionable issues identified
170,7,2025-11-30,completed,2025-11-30T20:30:00,6,tableau_operator01,25,Demo Server Rack C01,server,Compute Hall C,S,No actionable issues identified
171,7,2025-11-30,completed,2025-11-30T20:30:00,6,tableau_operator01,26,Demo Server Rack C02,server,Compute Hall C,S,Operating within expected limits
172,7,2025-11-30,completed,2025-11-30T20:30:00,6,tableau_operator01,27,Demo Server Rack C03,server,Compute Hall C,S,Routine inspection passed
173,7,2025-11-30,completed,2025-11-30T20:30:00,6,tableau_operator01,28,Demo Server Rack C04,server,Compute Hall C,S,No actionable issues identified
174,7,2025-11-30,completed,2025-11-30T20:30:00,6,tableau_operator01,29,Demo Server Rack C05,server,Compute Hall C,S,Operating within expected limits
175,7,2025-11-30,completed,2025-11-30T20:30:00,6,tableau_operator01,30,Demo Server Rack C06,server,Compute Hall C,S,No actionable issues identified
176,7,2025-11-30,completed,2025-11-30T20:30:00,6,tableau_operator01,31,Demo Server Rack C07,server,Compute Hall C,S,No actionable issues identified
177,7,2025-11-30,completed,2025-11-30T20:30:00,6,tableau_operator01,32,Demo Server Rack C08,server,Compute Hall C,S,Routine inspection passed
178,7,2025-11-30,completed,2025-11-30T20:30:00,6,tableau_operator01,33,Demo Battery Bank 01,battery,UPS Room East,S,Operating within expected limits
179,7,2025-11-30,completed,2025-11-30T20:30:00,6,tableau_operator01,34,Demo Battery Bank 02,battery,UPS Room West,S,Routine inspection passed
180,7,2025-11-30,completed,2025-11-30T20:30:00,6,tableau_operator01,35,Demo Battery Bank 03,battery,UPS Room East,S,Routine inspection passed
181,7,2025-11-30,completed,2025-11-30T20:30:00,6,tableau_operator01,36,Demo Battery Bank 04,battery,UPS Room West,S,No actionable issues identified
182,7,2025-11-30,completed,2025-11-30T20:30:00,6,tableau_operator01,37,Demo Battery Bank 05,battery,UPS Room East,S,Routine inspection passed
183,7,2025-11-30,completed,2025-11-30T20:30:00,6,tableau_operator01,38,Demo Battery Bank 06,battery,UPS Room West,S,Operating within expected limits
184,7,2025-11-30,completed,2025-11-30T20:30:00,6,tableau_operator01,39,Demo Battery Bank 07,battery,UPS Room East,U,Observed variance requiring monitoring
185,7,2025-11-30,completed,2025-11-30T20:30:00,6,tableau_operator01,40,Demo Battery Bank 08,battery,UPS Room West,U,Condition outside preferred threshold
186,7,2025-11-30,completed,2025-11-30T20:30:00,6,tableau_operator01,41,Demo UPS Panel 01,ups,UPS Room East,S,No actionable issues identified
187,7,2025-11-30,completed,2025-11-30T20:30:00,6,tableau_operator01,42,Demo UPS Panel 02,ups,UPS Room West,S,Routine inspection passed
188,7,2025-11-30,completed,2025-11-30T20:30:00,6,tableau_operator01,43,Demo UPS Panel 03,ups,UPS Room East,S,Routine inspection passed
189,7,2025-11-30,completed,2025-11-30T20:30:00,6,tableau_operator01,44,Demo UPS Panel 04,ups,UPS Room West,S,Operating within expected limits
190,7,2025-11-30,completed,2025-11-30T20:30:00,6,tableau_operator01,45,Demo UPS Panel 05,ups,UPS Room East,S,Operating within expected limits
191,7,2025-11-30,completed,2025-11-30T20:30:00,6,tableau_operator01,46,Demo UPS Panel 06,ups,UPS Room West,S,Routine inspection passed
192,7,2025-11-30,completed,2025-11-30T20:30:00,6,tableau_operator01,47,Demo Cooling Unit 01,cooling,Cooling Plant 1,S,Operating within expected limits
